Recipe Title,Region,Country,Servings,Calories (KCal),Protein (g),Fat (g),More Info,primary_key
Marilyn's Green Beans Italiano,Italian,Italian,6,840.89,38.4,34.17,more info,2130
Easy Italian Grilled Zucchini,Italian,Italian,6,4.62,0.59,0.08,more info,2131
Jenni's Italian Farro Pilaf,Italian,Italian,6,488.75,98.51,3.83,more info,2132
Zucchini Caprese,Italian,Italian,2,194.81,3.8,14.27,more info,2133
Slow Cooker Pizza Potatoes,Italian,Italian,6,893.56,30.71,51.37,more info,2134
Artichokes in a Garlic and Olive Oil Sauce,Italian,Italian,2,366.3,30.83,22.19,more info,2135
Green Beans Italiano,Italian,Italian,8,1301.99,21.06,110.81,more info,2136
Saffron Rice,Italian,Italian,6,700,21.81,57.64,more info,2137
Fettuccini Tomato Rustica I,Italian,Italian,4,2742.45,77.75,222.58,more info,2138
Yummy Summer Pasta,Italian,Italian,4,205.11,6.23,14.01,more info,2139
Stringy Macaroni,Italian,Italian,8,977.64,50.93,43.21,more info,2140
Italian-Seasoned Baked Eggplant,Italian,Italian,6,249.77,5.12,18.07,more info,2141
Mushroom Orzo,Italian,Italian,6,837.4,37.81,59.71,more info,2142
Ratatouille with Polenta Rounds,Italian,Italian,6,1678.25,65.08,94.98,more info,2143
Lola's Ethereal Orzo,Italian,Italian,4,374.55,57.86,4.19,more info,2144
Yummy Pesto Mashed Potatoes,Italian,Italian,4,180.37,5.23,14.83,more info,2145
Herbed Green Bean Casserole,Italian,Italian,8,406.46,38.36,4.8,more info,2146
Sun-dried Tomatoes II,Italian,Italian,12,-,-,-,more info,2147
Cheesy Polenta,Italian,Italian,8,842.14,41.38,54.86,more info,2148
Bean and Kale Ragu,Italian,Italian,6,552.18,22.19,31.68,more info,2149
Roasted Roma Tomatoes,Italian,Italian,4,226.63,11.89,16.1,more info,2150
Pesto Squash,Italian,Italian,4,1005.8,19.5,91.39,more info,2151
Broccoli Garlic Angel Hair Pasta,Italian,Italian,4,1501.5,138.92,69.31,more info,2152
Sweet Italian Green Beans,Italian,Italian,6,835.62,22.14,46.14,more info,2153
Parmesan Tomatoes,Italian,Italian,4,550.97,21.86,27.71,more info,2154
Grilled Italian Zucchini,Italian,Italian,12,248.45,30.83,8.31,more info,2155
Green Beans with Bread Crumbs,Italian,Italian,4,695.25,16.45,56.01,more info,2156
Four Cheese Roasted Vegetables,Italian,Italian,6,240.89,3.37,14.27,more info,2157
Lemon Artichokes and Eggs,Italian,Italian,4,318.63,6.69,31.82,more info,2158
Polenta,Italian,Italian,4,0,0,0,more info,2159
Fire and Ice Pasta,Italian,Italian,7,3716.83,56.75,385.53,more info,2160
Ma Bethie's Zucchini Bake,Italian,Italian,8,1166.6,64.77,78.94,more info,2161
Polenta with Rosemary and Parmesan,Italian,Italian,12,1212.09,73.91,27.5,more info,2162
Creamy Garlic and Onion Spaghetti,Italian,Italian,6,908.01,24.11,76.29,more info,2163
Tomato Mozzarella Salad with Balsamic Reduction,Italian,Italian,4,429.09,10.28,2.23,more info,2164
Stacked Tomato and Burrata Salad,Italian,Italian,1,62.06,3.23,0.53,more info,2165
Italian Tomato Pasta Salad,Italian,Italian,6,276.81,12.39,9.9,more info,2166
Pasta Salad,Italian,Italian,6,432.65,90.76,2.64,more info,2167
Italian Pasta Veggie Salad,Italian,Italian,8,609.37,63.49,14.86,more info,2168
Quick Italian Pasta Salad,Italian,Italian,12,2054.53,135.6,143.56,more info,2169
Wild Rocket (Arugula) and Parmesan Salad,Italian,Italian,4,120.84,8.14,5.53,more info,2170
Quick Rocket Salad,Italian,Italian,4,258.08,0.34,27.07,more info,2171
Pesto Surprise,Italian,Italian,10,629.35,68.03,8.5,more info,2172
Tangy Mediterranean Tuna Salad,Italian,Italian,8,372.66,0.74,40.61,more info,2173
Italian Confetti Pasta Salad,Italian,Italian,6,873.99,2.55,93.15,more info,2174
Mardi's Broccoli Salad,Italian,Italian,8,162.28,6.56,1.25,more info,2175
Tortellini Salad,Italian,Italian,8,1185.79,46.37,83.51,more info,2176
Italian Potato Salad,Italian,Italian,8,16.14,0.97,0.18,more info,2177
Tortellini Pesto Salad,Italian,Italian,6,867.59,9.51,85.06,more info,2178
Orzo and Zucchini Salad,Italian,Italian,4,163.59,0.19,18.01,more info,2179
Spaghetti Salad II,Italian,Italian,20,207.81,6.2,3.48,more info,2180
Pizza Salad II,Italian,Italian,12,523.12,25.9,19.46,more info,2181
Pesto Pasta Caprese Salad,Italian,Italian,6,508.17,17.87,2.07,more info,2182
Vermicelli Salad,Italian,Italian,6,410.93,48.69,9.86,more info,2183
Simple Italian Pasta Salad,Italian,Italian,12,301.3,26.5,3.6,more info,2184
Tortellini Pasta Salad,Italian,Italian,11,3317.85,201.09,113.1,more info,2185
Peach and Tomato Caprese Salad,Italian,Italian,4,134.89,2.97,0.78,more info,2186
Easy Italian Pasta Salad,Italian,Italian,15,161.87,7.19,1.86,more info,2187
Smiling Caprese Salad,Italian,Italian,4,997.88,42.76,43.22,more info,2188
Orzo Tomato Artichoke Salad,Italian,Italian,10,285.12,20.32,2.91,more info,2189
Savino's Herb and Olive Chicken Salad,Italian,Italian,4,423.19,0.58,46.49,more info,2190
Spicy Pasta Salad,Italian,Italian,8,2831.26,129.53,19.75,more info,2191
Italian Onion Cucumber Salad,Italian,Italian,4,47.93,2.25,0.6,more info,2192
Chef John's Panzanella,Italian,Italian,2,486.58,0.16,54.01,more info,2193
"Lemon, Garlic, and Asparagus Warm Caprese Pasta Salad",Italian,Italian,6,1149.42,98.31,77.94,more info,2194
Spicy Italian Salad,Italian,Italian,6,1178.65,6.28,110.21,more info,2195
Simple Feta Cheese Salad,Italian,Italian,2,228.94,4.93,19.6,more info,2196
"Most Amazing Salad! Tomato, Mozzarella, Avocado, and Bliss",Italian,Italian,6,315.36,13.22,2.16,more info,2197
Sarah Rose's Dad's Made-Up Kind of a Salad Sort of Thing,Italian,Italian,6,557.21,1.91,55.33,more info,2198
Caprese Salad with Balsamic Reduction,Italian,Italian,4,324.12,6.11,1.11,more info,2199
Roasted Veggie Pesto Pasta Salad,Italian,Italian,10,1243.54,21.63,112.14,more info,2200
Pasta Salad with Homemade Dressing,Italian,Italian,8,1897.31,88.94,156.14,more info,2201
Insalata Tricolore,Italian,Italian,2,-,-,-,more info,2202
Tortellini Salad with Grilled Tomato Vinaigrette,Italian,Italian,6,2415.57,139.23,198.09,more info,2203
Quick Mediterranean Pasta,Italian,Italian,6,299.14,5.17,16.27,more info,2204
Escarole Siciliano,Italian,Italian,3,388.81,0.83,40.94,more info,2205
Baked Caprese Salad,Italian,Italian,15,1837.05,76.88,101.32,more info,2206
Pasta Fredda,Italian,Italian,4,415.19,39.27,27.99,more info,2207
Shieldzini,Italian,Italian,8,221.98,5.93,14.21,more info,2208
"Spinach, Pear and Feta Salad",Italian,Italian,4,927.07,24.9,62.66,more info,2209
Tami's Tri Color Caprese Salad,Italian,Italian,6,1391.8,47.36,78.91,more info,2210
Cannellini Shrimp Salad,Italian,Italian,4,796.57,68.4,55.74,more info,2211
Tomato-Basil Salad,Italian,Italian,4,467.53,9.69,28.99,more info,2212
Tortellini Salad II,Italian,Italian,7,696.26,30.61,16.39,more info,2213
White Bean Salad,Italian,Italian,8,1079.46,5.64,109.88,more info,2214
Salami Lover's Italian Pasta Salad,Italian,Italian,6,1360.56,98.54,71.69,more info,2215
Macaroni Salad for a Crowd,Italian,Italian,8,1043.76,52.44,85.05,more info,2216
Italian Scallop and Shrimp Salad,Italian,Italian,10,2784.52,369.76,121.4,more info,2217
Bruschetta Salad,Italian,Italian,4,1262.22,32.11,94.65,more info,2218
Caprese Salad with Grilled Flank Steak,Italian,Italian,4,791.37,102.56,29.81,more info,2219
Asparagus and Tomato Panzanella,Italian,Italian,6,6101.35,13.14,670.04,more info,2220
Italian Pasta Salad II,Italian,Italian,8,189.09,17.74,2.18,more info,2221
Italian Tomato Cucumber Salad,Italian,Italian,4,39.95,1.15,0.2,more info,2222
Panzanella Salad (Bread Salad),Italian,Italian,8,1964.66,378.01,29.89,more info,2223
Jim's Birthday Pasta Salad,Italian,Italian,16,1257.11,61.89,26.14,more info,2224
Antipasto Salad,Italian,Italian,6,1515.43,50.67,136.03,more info,2225
Roasted Tomato Salad,Italian,Italian,6,528.93,42.41,5.84,more info,2226
Salami and Kalamata Primavera Salad,Italian,Italian,6,613.64,30.42,39.39,more info,2227
Roasted Peppers with Pine Nuts and Parsley,Italian,Italian,10,1517.68,10.7,147.27,more info,2228
Ultimate Chicken Salad a la Jake,Italian,Italian,4,2573.19,107.81,236.95,more info,2229
Feta and Slow-Roasted Tomato Salad with French Green Beans,Italian,Italian,4,1259.07,34.71,113.96,more info,2230
Perfect Caprese Salad,Italian,Italian,6,215.8,7.36,2.95,more info,2231
Tennille's Italian Pasta Salad,Italian,Italian,7,689.69,41.74,29.41,more info,2232
Quick Antipasto Pasta Salad,Italian,Italian,12,172.98,10.47,9.19,more info,2233
"Darla's Italian, Greek, and Spanish Fusion Pasta Salad",Italian,Italian,10,476.24,60.78,20.16,more info,2234
Italian Pasta Salad I,Italian,Italian,12,569.99,33.93,20.4,more info,2235
Simple Caprese Salad,Italian,Italian,6,77.28,4.34,0.74,more info,2236
Zucchini Artichoke Summer Salad,Italian,Italian,6,2006.71,78.57,101.28,more info,2237
Tomato Basil Panzanella,Italian,Italian,8,377.49,26.67,4.52,more info,2238
Italian Bread Salad with Strawberries and Tomatoes,Italian,Italian,8,533.84,11.29,40.2,more info,2239
American-Italian Pasta Salad,Italian,Italian,20,1348.51,9.34,138.9,more info,2240
Kathy's Delicious Italian Pasta Salad,Italian,Italian,6,3330.98,107.95,245.56,more info,2241
Italian Marinated Seafood Salad,Italian,Italian,6,7595.62,140.91,717.89,more info,2242
Artichoke Salad II,Italian,Italian,6,870.9,14.03,84.17,more info,2243
Tomato and Bocconcini Salad,Italian,Italian,6,1178.76,7.27,108.98,more info,2244
Italian Taco Salad,Italian,Italian,6,898.11,88.08,57.74,more info,2245
Artichoke Salad I,Italian,Italian,4,586.08,5.9,49.09,more info,2246
Scrumptious Salad!,Italian,Italian,8,419.16,13.11,24.36,more info,2247
Italian Pasta Salad,Italian,Italian,6,1363.33,41.63,20.13,more info,2248
Roasted Tomato Caprese Salad,Italian,Italian,6,60.8,0.51,0.04,more info,2249
Pasta Chickpea Salad,Italian,Italian,6,2266.14,78.16,128.42,more info,2250
Fresh Mozzarella Pasta Salad,Italian,Italian,4,120.72,0.18,13.53,more info,2251
Cantaloupe with Salami Salad,Italian,Italian,4,343.25,46.01,3.6,more info,2252
Antipasto Pasta Salad,Italian,Italian,12,2034.31,91.76,9.7,more info,2253
"Fast, Fresh Grape Tomato Salad",Italian,Italian,4,122.56,0.15,13.51,more info,2254
"Sun-Dried Tomato, Feta and Pine Nut Salad",Italian,Italian,8,1184.25,47.01,96.16,more info,2255
Chicken Florentine Salad with Orzo Pasta,Italian,Italian,8,1742.33,36.43,121.74,more info,2256
Antipasto Salad II,Italian,Italian,10,1010.56,78.85,42.38,more info,2257
Italian Style Chicken Salad,Italian,Italian,6,541.2,5.06,47.2,more info,2258
Classic Italian Pasta Salad,Italian,Italian,8,201.73,44.88,1.13,more info,2259
Cherry' Caprese Salad,Italian,Italian,12,201.73,44.88,1.13,more info,2260
Patty's Pasta Salad,Italian,Italian,12,2704.03,114.83,11.62,more info,2261
Tomato Mozzarella Salad,Italian,Italian,6,1368.66,36.08,95.66,more info,2262
Tortellini Picnic Salad,Italian,Italian,10,1983.67,0.98,217.08,more info,2263
Pantry Pasta Salad,Italian,Italian,10,1858.3,109.24,62,more info,2264
Tomozzakala Salad,Italian,Italian,4,65.52,3.2,0.72,more info,2265
Smoked Salmon Tortellini with Bechamel Sauce,Italian,Italian,8,1332.76,122.02,69.78,more info,2266
Eggplant Parmigiana Caponata,Italian,Italian,8,2914.99,43.44,222.2,more info,2267
Fresh Tomato Shrimp Pasta,Italian,Italian,4,1980.28,178.44,100.02,more info,2268
Calamari in a Creamy White Wine Sauce,Italian,Italian,2,2229.42,92.31,115.93,more info,2269
Italian Shrimp Caprese Pasta,Italian,Italian,4,997.06,168.83,29.47,more info,2270
Shrimp Primavera with Goat Cheese,Italian,Italian,4,1280.79,143.35,66.84,more info,2271
Chef John's Beans and Greens,Italian,Italian,6,574.34,45.49,37.62,more info,2272
Sweet and Sour Sicilian Tuna,Italian,Italian,4,2883.28,360.78,49.71,more info,2273
Mussels Marinara di Amore,Italian,Italian,4,780.41,102.39,25.38,more info,2274
Basil and Prosciutto-Wrapped Halibut,Italian,Italian,2,120.03,0.09,13.51,more info,2275
Pasta con Seppioline e Zucchine alla Julienne (Courgette and Calamari Pasta),Italian,Italian,4,1151.41,185.64,10.63,more info,2276
Salmon Pasta with Spinach and Artichokes,Italian,Italian,4,763.55,84.02,37.1,more info,2277
Absolutely Delicious Stuffed Calamari,Italian,Italian,6,3896.51,262.57,224.3,more info,2278
Tortiera di Alici (Italian Baked Anchovies),Italian,Italian,4,1476.32,119.53,32.63,more info,2279
Lobster Risotto,Italian,Italian,6,2415.15,108.44,178.23,more info,2280
"Olive, Anchovy and Onion Pie",Italian,Italian,6,1316.79,49.02,110.26,more info,2281
Crab-Artichoke Pizza,Italian,Italian,4,809.14,106.57,31.33,more info,2282
Baked Halibut Steaks,Italian,Italian,4,1899.5,371.56,25.34,more info,2283
Bourtheto,Italian,Italian,4,905.77,8.34,82.48,more info,2284
Shrimp Orzo Pesto,Italian,Italian,3,398.96,53.09,15.67,more info,2285
Sfincione Siciliano Pizza,Italian,Italian,12,2685.37,55.63,129.73,more info,2286
Scim's Fettucine Alfredo with Shrimp,Italian,Italian,4,1248.74,107.58,63.75,more info,2287
Catfish Tuscany,Italian,Italian,4,331.02,13.53,24.45,more info,2288
Seafood Lasagna I,Italian,Italian,8,1402.48,152.83,51.8,more info,2289
Salmon and Asparagus with Penne and Light Cream Sauce,Italian,Italian,2,1509.36,60,134.43,more info,2290
Clams Italiano,Italian,Italian,6,11252.27,1820.05,175.45,more info,2291
Puttanesca I,Italian,Italian,4,1239.59,10.37,114.37,more info,2292
Shrimp with Spicy Tomato Sauce,Italian,Italian,4,1112.72,185.67,38.88,more info,2293
Trota Alle Erbette (Trout with Herbs),Italian,Italian,4,864.07,37.9,75.4,more info,2294
Seafood Risotto,Italian,Italian,6,1072.67,106.47,55.86,more info,2295
"Delicious Angel Hair in Tomato, Tuna and Olive Sauce",Italian,Italian,8,1067.92,74.25,38.79,more info,2296
Cory's Best Calamari,Italian,Italian,5,1774.56,141.35,121.52,more info,2297
Chef John's Pasta con le Sarde,Italian,Italian,4,6858.75,64.93,681.53,more info,2298
Calamari,Italian,Italian,10,10652.05,848.31,729.2,more info,2299
Polenta with Homemade Tomato-Seafood Sauce,Italian,Italian,6,2717.48,363.47,71.24,more info,2300
Bucatini Pasta with Shrimp and Anchovies,Italian,Italian,4,807.91,181.68,4.72,more info,2301
Shrimp Fra Diablo,Italian,Italian,4,1094.4,101.15,57.32,more info,2302
Olive Oil-Poached Tuna,Italian,Italian,2,3878.25,11.6,432.31,more info,2303
Smoked Salmon Pesto Pasta,Italian,Italian,4,583.27,31.47,34.83,more info,2304
Crab Alfredo,Italian,Italian,4,618.03,69.38,24.91,more info,2305
Kahala's Shrimp and Broccoli Toss,Italian,Italian,8,1016.27,64.01,77.15,more info,2306
Linguine with Seafood and Sundried Tomatoes,Italian,Italian,8,4256.09,266.99,178.9,more info,2307
Fancy Fish Italiano,Italian,Italian,4,310.65,8.41,15.25,more info,2308
"Shrimp, Leek and Spinach Risotto",Italian,Italian,4,1443.97,142.86,45.87,more info,2309
Seafood Lasagna II,Italian,Italian,12,2593.21,344.3,113.75,more info,2310
Penne with Shrimp,Italian,Italian,8,1029.09,128.03,34.28,more info,2311
Pesto Shrimp Pasta,Italian,Italian,6,665.06,68.75,42.39,more info,2312
Garlic Alfredo Tilapia,Italian,Italian,4,2117.99,367.43,57.69,more info,2313
Penne All' Arrabbiata,Italian,Italian,5,2957.53,137.61,13.17,more info,2314
Mediterranean Casserole,Italian,Italian,4,12384.5,56.44,1307.25,more info,2315
Salmon Florentine,Italian,Italian,2,1355.17,188.57,55.37,more info,2316
Italian Style Flounder,Italian,Italian,4,877.11,182.13,8.35,more info,2317
Cod with Italian Crumb Topping,Italian,Italian,4,123.54,8.31,5.34,more info,2318
Swordfish Calabrian Style,Italian,Italian,4,1972.24,170.97,81.73,more info,2319
Shrimp a la Diablo,Italian,Italian,4,1230.42,277.2,10.92,more info,2320
Artichoke and Shrimp Linguine,Italian,Italian,4,389.97,62.23,3.36,more info,2321
Italian-Style Quinoa-Stuffed Sole,Italian,Italian,2,1658.5,363.24,9.61,more info,2322
Tilapia Scaloppine,Italian,Italian,4,592.2,96.06,16.86,more info,2323
Shrimp and Asparagus Fettuccine,Italian,Italian,8,2543.7,214.02,170.66,more info,2324
Feta Shrimp Pasta,Italian,Italian,8,671.04,67.23,39.7,more info,2325
Salmon Fettuccini with Blue Cheese and Olives,Italian,Italian,4,988.98,55.98,73.52,more info,2326
Shrimp Scampi Zucchini,Italian,Italian,4,1962,226.98,92.77,more info,2327
"Pasta with Tuna, Sun-Dried Tomatoes, Artichoke Hearts, Lemon, and White Wine",Italian,Italian,8,1326.32,149.17,63.64,more info,2328
Easy Smoked Salmon Pasta,Italian,Italian,2,305.56,14.33,14.34,more info,2329
Pasta Con Sarde (Pasta with Sardines),Italian,Italian,4,1995.33,26.91,169.34,more info,2330
Cioppino,Italian,Italian,13,10577.58,1475.92,291.24,more info,2331
Scrumptious Shrimp Scampi Linguine,Italian,Italian,6,497.33,7.86,45.72,more info,2332
Fish Fillets Italiano,Italian,Italian,4,756.66,93.98,29.93,more info,2333
Riso Venere ai Gamberetti e Zucchini (Venus Black Rice with Prawns and Zucchini),Italian,Italian,4,574.28,42.5,9.34,more info,2334
Ivan's Mega Frutti Di Mare,Italian,Italian,6,2569.81,115.18,222.71,more info,2335
Sicilian Pasta Salmon Sauce,Italian,Italian,4,420.35,8.02,23.45,more info,2336
Tuna Italiano,Italian,Italian,6,3254.57,122.91,65.7,more info,2337
Amazing Mussels,Italian,Italian,4,3277.68,316.15,111.52,more info,2338
Shrimp Florentine with Zoodles,Italian,Italian,4,485.86,94.73,9.68,more info,2339
Pesto Cream Sauce,Italian,Italian,8,1669.81,130.17,103.06,more info,2340
Angel Hair Pasta and Scallops with Margherita® Prosciutto,Italian,Italian,4,1805.9,186.17,90.38,more info,2341
Grilled Salmon Steaks Italian-Style,Italian,Italian,2,812.44,179.65,4.59,more info,2342
Garlic Anchovy Linguine,Italian,Italian,6,199.41,35.87,1.23,more info,2343
Prawn and Pine Nut Risotto,Italian,Italian,4,947.01,77.45,59.96,more info,2344
CraZee's Creamy Seafood and Pasta,Italian,Italian,4,775.78,95.26,28.4,more info,2345
Calamari Marinara,Italian,Italian,4,1214.92,181.05,41.17,more info,2346
Baked Shrimp Scampi,Italian,Italian,4,2007.13,142.7,120.9,more info,2347
Sicilian Spaghetti,Italian,Italian,8,726.98,13.25,58.1,more info,2348
Bunyaculta,Italian,Italian,2,886.64,30.02,58.28,more info,2349
Kale Puttanesca,Italian,Italian,4,484.67,20.93,29.83,more info,2350
