Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g),recipe_key
shrimp,1/3,pound,peeled deveined,128.44,0,30.37,0.77,2335
bay scallop,1/3,pound,,167.73,8.17,31.03,1.26,2335
squid,1/2,pound,cut,208.65,6.98,35.33,3.12,2335
salt,to taste,,,-,-,-,-,2335
black pepper,,,ground,-,-,-,-,2335
italian seasoning,1,teaspoon,,-,-,-,-,2335
lemon,1,,cut,1.28,0.41,0.04,0.01,2335
manchego cheese,1,tablespoon,grated,-,-,-,-,2335
basil leaf,1,tablespoon,julienned,-,-,-,-,2335
anchovy fillet,1,can,undrained,-,-,-,-,2336
onion,1,,chopped,64,14.94,1.76,0.16,2336
tomato paste,1,teaspoon,,4.51,1.04,0.23,0.02,2336
salmon,1,can,undrained,-,-,-,-,2336
water,1/2,can,,0,0,0,0,2336
pine nut,1/4,cup,,227.13,4.41,4.62,23.07,2336
raisin,1/4,cup,,124.57,32.8,1.39,0.18,2336
salt black pepper,to taste,,ground,-,-,-,-,2336
saffron,1,pinch,,0.13,0.02,0,0,2336
spaghettini,1,package,,-,-,-,-,2336
olive oil,3,tablespoons,,358.02,0,0,40.5,2337
garlic,1,clove,sliced,4.47,0.99,0.19,0.01,2337
white onion,1,,diced,64,14.94,1.76,0.16,2337
water,1,cup,,0,0,0,0,2337
tuna olive oil,2,cans,,-,-,-,-,2337
black olive,1,can,pitted drained chopped,-,-,-,-,2337
garbanzo bean,1,can,drained rinsed,1133.43,188.75,61.37,18.11,2337
garlic salt,1/2,teaspoon,,-,-,-,-,2337
black pepper,1/2,teaspoon,ground,2.88,0.73,0.11,0.03,2337
penne pasta,1,pound,,1691.76,340.49,59.46,6.88,2337
romano cheese,1/4,cup,grated,-,-,-,-,2337
butter,2,tablespoons,,171,7.85,5.34,14.4,2338
garlic,3,tablespoons,minced,37.99,8.43,1.62,0.12,2338
shallot,4,,chopped,460.8,107.52,16,0.64,2338
beef broth,4,cups,,67.2,0.38,10.94,2.11,2338
jalapeno pepper,1,,minced,1.63,0.36,0.05,0.02,2338
red chili pepper,1,,minced,1.25,0.27,0.05,0.01,2338
tomato,4,,chopped,160.83,34.75,7.86,1.78,2338
basil leaf,20,,,-,-,-,-,2338
white wine,2,cups,,-,-,-,-,2338
cornstarch,1,tablespoon,,30.48,7.3,0.02,0,2338
cream,1/2,cup,,396,7.98,4.35,41.61,2338
mussel,5,pounds,scrubbed debearded,1950.48,83.68,269.89,50.8,2338
butter,1,tablespoon,,85.5,3.92,2.67,7.2,2339
extra virgin olive oil,1,tablespoon,,-,-,-,-,2339
zucchini,2,,cut,4.62,0.68,0.59,0.08,2339
yellow onion,1/2,,minced,-,-,-,-,2339
garlic,1,tablespoon,chopped,4.17,0.92,0.17,0.01,2339
kosher salt,1/2,teaspoon,,-,-,-,-,2339
butter,2,tablespoons,,85.5,3.92,2.67,7.2,2339
shrimp,1,pound,peeled deveined,385.33,0,91.12,2.31,2339
garlic,1,teaspoon,minced,4.17,0.92,0.17,0.01,2339
baby spinach,1,bag,,-,-,-,-,2339
lemon juice,1,tablespoon,,3.35,1.05,0.05,0.03,2339
red pepper flake,1,teaspoon,,-,-,-,-,2339
kosher salt,1/2,teaspoon,,-,-,-,-,2339
black pepper,1/2,teaspoon,ground,2.88,0.73,0.11,0.03,2339
linguine pasta,1,package,,-,-,-,-,2340
olive oil,2,tablespoons,,238.68,0,0,27,2340
onion,1,,chopped,28,6.53,0.77,0.07,2340
garlic,8,cloves,sliced,35.76,7.93,1.52,0.12,2340
butter,1/2,cup,,684,31.42,21.37,57.6,2340
purpose flour,2,tablespoons,,-,-,-,-,2340
milk,2,cups,,297.68,23.32,15.37,15.95,2340
salt,1,pinch,,-,-,-,-,2340
pepper,1,pinch,,0.36,0.09,0.01,0,2340
romano cheese,1 1/2,cups,grated,-,-,-,-,2340
basil pesto,1,cup,prepared,-,-,-,-,2340
shrimp,1,pound,cooked peeled deveined,385.33,0,91.12,2.31,2340
mushroom,20,,chopped,-,-,-,-,2340
rom tomato,3,,diced,-,-,-,-,2340
angel hair pasta,12,ounces,,302.6,0,67.32,1.7,2341
scallop,1 1/2,pounds,,469.2,21.62,82,3.33,2341
olive oil,1,ounce,,250.6,0,0,28.34,2341
garlic clove,2,,chopped,302.6,0,67.32,1.7,2341
grape tomato,8,ounces,sliced,302.6,0,67.32,1.7,2341
crimini mushroom,1,pound,sliced,302.6,0,67.32,1.7,2341
baby spinach,1,pound,,104.32,16.46,12.97,1.76,2341
white wine,8,fluid ounces,,-,-,-,-,2341
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,2341
salt pepper,to taste,,,302.6,0,67.32,1.7,2341
butter,4,ounces,cold unsalted,646.38,29.69,20.19,54.43,2341
basil,4,ounces,,26.08,3,3.57,0.72,2341
salmon steak,2,,,806.93,0,179.52,4.53,2342
italian seasoning,1,tablespoon,,806.93,0,179.52,4.53,2342
thyme,1,teaspoon,crumbled,0.8,0.19,0.04,0.01,2342
rosemary,1,teaspoon,crushed,0.91,0.14,0.02,0.04,2342
salt pepper,to taste,,,806.93,0,179.52,4.53,2342
lime juice,1,tablespoon,,3.78,1.27,0.06,0.01,2342
extra virgin olive oil,6,tablespoons,,151.3,0,33.66,0.85,2343
garlic,6,cloves,chopped,26.82,5.95,1.14,0.09,2343
broccoli floret,3/4,cup,chopped,151.3,0,33.66,0.85,2343
mushroom,1/2,cup,sliced,-,-,-,-,2343
anchovy fillet,6,ounces,chopped,151.3,0,33.66,0.85,2343
water,1,cup,,0,0,0,0,2343
green onion,1/4,cup,chopped,4.79,1.01,0.17,0.08,2343
tomato,1/2,cup,diced,13.41,2.89,0.65,0.14,2343
parsley,2,tablespoons,chopped,2.73,0.48,0.22,0.06,2343
extra virgin olive oil,1,teaspoon,,151.3,0,33.66,0.85,2343
linguine pasta,1,package,,-,-,-,-,2343
red pepper flake,1 1/2,tablespoons,crushed,151.3,0,33.66,0.85,2343
black pepper,1,pinch,,0.36,0.09,0.01,0,2343
olive oil,2,tablespoons,,238.68,0,0,27,2344
onion,1,,chopped,64,14.94,1.76,0.16,2344
arborio rice,2,cups,,-,-,-,-,2344
white wine,1/2,cup,,-,-,-,-,2344
chicken broth,1,quart,warmed reduced sodium,-,-,-,-,2344
chile garlic butter,1/4,cup,flavored,-,-,-,-,2344
shrimp,12,ounces,peeled deveined,289,0,68.34,1.73,2344
carrot,1,,cut,52.48,12.26,1.19,0.3,2344
pine nut,1/3,cup,,302.85,5.88,6.16,30.76,2344
black olive,1/4,cup,sliced,-,-,-,-,2344
red chile pepper,1,,minced,-,-,-,-,2344
black pepper,to taste,,ground,0,0,0,0,2344
pasta choice,2,packages,,-,-,-,-,2345
white wine,1/2,cup,,-,-,-,-,2345
milk,3/4,cup,,111.63,8.74,5.76,5.98,2345
cream,2,tablespoons,sour,47.52,1.11,0.58,4.64,2345
parmesan cheese,1/2,cup,grated,148,16,16,2,2345
cilantro,1,tablespoon,chopped,0.23,0.03,0.02,0,2345
olive oil,1,tablespoon,,119.34,0,0,13.5,2345
shrimp,8,ounces,peeled deveined,192.66,0,45.56,1.15,2345
scallop,8,ounces,,156.4,7.2,27.33,1.11,2345
yellow bell pepper,1/2,,cut,-,-,-,-,2345
orange bell pepper,1/2,,cut,-,-,-,-,2345
cajun seasoning,1/8,teaspoon,,-,-,-,-,2345
salt pepper,to taste,,,-,-,-,-,2345
olive oil,2,tablespoons,,238.68,0,0,27,2346
yellow onion,1,,sliced,114.84,6.83,0.82,9.39,2346
serrano chile pepper,1,,sliced,806.93,0,179.52,4.53,2346
garlic clove,3,,crushed minced,806.93,0,179.52,4.53,2346
anchovy fillet,1,,,806.93,0,179.52,4.53,2346
red pepper flake,1/2,teaspoon,,806.93,0,179.52,4.53,2346
kosher salt,1/2,teaspoon,,806.93,0,179.52,4.53,2346
white wine,1/2,cup,,-,-,-,-,2346
clam juice,1,cup,,53.14,12.12,0.66,0.22,2346
,6,cups,crushed,806.93,0,179.52,4.53,2346
oregano,1/2,teaspoon,,1.32,0.34,0.04,0.02,2346
calamari,2,pounds,thawed sliced,806.93,0,179.52,4.53,2346
italian parsley,1/4,cup,chopped,806.93,0,179.52,4.53,2346
parmigiano reggiano cheese,,,grated,806.93,0,179.52,4.53,2346
pasta,1,package,,-,-,-,-,2346
shrimp,1,pound,peeled deveined,385.33,0,91.12,2.31,2347
butter,1,cup,unsalted,1368,62.85,42.74,115.2,2347
white wine,1/4,cup,,-,-,-,-,2347
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,2347
parsley,2,tablespoons,,2.73,0.48,0.22,0.06,2347
cayenne pepper,1,teaspoon,,5.72,1.01,0.21,0.31,2347
garlic,2,tablespoons,minced,25.33,5.62,1.08,0.08,2347
bread crumb,1/2,cup,Italian-seasoned,213.3,38.86,7.2,2.86,2347
spaghetti,1,pound,,140.61,31.34,2.9,2.58,2348
olive oil,4,tablespoons,,477.36,0,0,54,2348
garlic,3,cloves,crushed,13.41,2.97,0.57,0.04,2348
anchovy fillet,1,can,chopped,-,-,-,-,2348
fine bread crumb,1,cup,,-,-,-,-,2348
parsley,1,cup,chopped,21.6,3.79,1.78,0.47,2348
black pepper,to taste,,ground,0,0,0,0,2348
parmesan cheese,4,tablespoons,grated,74,8,8,1,2348
butter,1/2,cup,,684,31.42,21.37,57.6,2349
garlic,1,cup,sliced,202.64,44.96,8.64,0.68,2349
half,6,cups,,-,-,-,-,2349
anchovy filet,1,can,,-,-,-,-,2349
wheat angel hair pasta,1/2,package,,-,-,-,-,2350
olive oil,2,tablespoons,,238.68,0,0,27,2350
onion,1/2,,sliced,30,7,0.82,0.07,2350
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2350
red pepper flake,1,teaspoon,,-,-,-,-,2350
caper,1,tablespoon,drained,1.97,0.42,0.2,0.07,2350
anchovy fillet,1,can,drained quartered,-,-,-,-,2350
tomato,1,cup,canned diced undrained,41.4,9.18,2.16,0.36,2350
kale,2,cups,chopped,15.68,2.8,1.36,0.29,2350
black olive,1,can,sliced drained,-,-,-,-,2350
parmesan cheese,1/2,cup,grated,148,16,16,2,2350
ravioli,For,the,,-,-,-,-,2351
olive oil,1,tablespoon,,119.34,0,0,13.5,2351
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2351
green onion,1,,chopped,19.17,4.07,0.68,0.33,2351
eggplant,1,,peeled cubed,-,-,-,-,2351
sea salt pepper,to taste,,,201.73,0,44.88,1.13,2351
mushroom,1 1/4,cups,sliced,-,-,-,-,2351
spinach,1,cup,,33,5.85,3.3,0.45,2351
salmon,1,cup,cooked flaked,-,-,-,-,2351
ricotta cheese,3,tablespoons,,80.91,1.41,5.23,6.03,2351
cottage cheese,3,tablespoons,,38.58,1.33,4.37,1.69,2351
parmesan cheese,3,tablespoons,grated,55.5,6,6,0.75,2351
parsley,2,tablespoons,chopped,2.73,0.48,0.22,0.06,2351
basil,1 1/2,teaspoons,,0.3,0.03,0.04,0,2351
pasta,1,pound,,312.97,45.35,6.98,10.47,2351
vegetable,For,the,Roasted,-,-,-,-,2351
cauliflower floret,4,cups,,201.73,0,44.88,1.13,2351
olive oil,1,tablespoon,,119.34,0,0,13.5,2351
bread crumb,1/2,cup,,213.3,38.86,7.2,2.86,2351
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2351
parmesan cheese,1,tablespoon,grated,55.5,6,6,0.75,2351
sea salt pepper,to taste,,,201.73,0,44.88,1.13,2351
olive oil cooking spray,,,,201.73,0,44.88,1.13,2351
cherry tomato,8,ounces halved,,201.73,0,44.88,1.13,2351
zucchini,1,,grated,33.32,6.09,2.37,0.62,2351
butter,1,tablespoon,,85.5,3.92,2.67,7.2,2351
parsley,1,tablespoon,chopped,2.73,0.48,0.22,0.06,2351
raisin,3,ounces,,256.84,67.63,2.88,0.39,2352
olive oil,5,tablespoons,,596.7,0,0,67.5,2352
onion,1,,minced,28,6.53,0.77,0.07,2352
garlic,1,clove,minced,4.47,0.99,0.19,0.01,2352
tomato,1/2,pound,ripe diced,52.16,11.56,2.72,0.45,2352
green olive,10,,pitted minced,806.93,0,179.52,4.53,2352
pine nut,2,ounces,,381.59,7.41,7.76,38.76,2352
caper,1/4,cup,,7.91,1.68,0.81,0.29,2352
swordfish steak,2,pounds,,806.93,0,179.52,4.53,2352
salt pepper,to taste,,,806.93,0,179.52,4.53,2352
olive oil,3,tablespoons,,358.02,0,0,40.5,2353
sea scallop,2,pounds,,1006.4,49.05,186.22,7.61,2353
shrimp,2,pounds,peeled deveined,770.66,0,182.24,4.62,2353
calamari ring,1,pound,,403.46,0,89.76,2.26,2353
mussel,24,,debearded,9362.32,401.7,1295.48,243.85,2353
littleneck clam,24,,scrubbed rinsed,403.46,0,89.76,2.26,2353
tomato,3,cans,crushed,186.2,41.28,9.71,1.61,2353
water,1,cup,,0,0,0,0,2353
clam,2,cans,chopped,585.36,24.29,99.85,6.53,2353
olive oil,1/4,cup,,358.02,0,0,40.5,2353
yellow onion,1,,chopped,-,-,-,-,2353
red pepper flake,2,tablespoons,,403.46,0,89.76,2.26,2353
garlic,1,tablespoon,chopped,12.66,2.81,0.54,0.04,2353
oregano,1,teaspoon,,2.65,0.68,0.09,0.04,2353
parsley,1,teaspoon,,0.45,0.07,0.03,0,2353
salt,1,teaspoon,,-,-,-,-,2353
linguine pasta,2,packages,,-,-,-,-,2353
extra virgin olive oil,1/4,cup,,403.46,0,89.76,2.26,2354
mushroom,2,cups,sliced,-,-,-,-,2354
garlic,2,tablespoons,minced,25.33,5.62,1.08,0.08,2354
white wine,1,cup,,-,-,-,-,2354
anchovy green olive,1,jar,drained halved stuffed,403.46,0,89.76,2.26,2354
caper,1/4,cup,drained,7.91,1.68,0.81,0.29,2354
caper juice,2,tablespoons,,403.46,0,89.76,2.26,2354
tomato,2,cans,crushed,124.13,27.52,6.47,1.07,2354
red pepper flake,1,pinch,,403.46,0,89.76,2.26,2354
pappardelle pasta,1,pound,,403.46,0,89.76,2.26,2354
green bell pepper,4,halved,seeded,-,-,-,-,2355
italian bread,1,loaf,crumbled,-,-,-,-,2355
olive oil,1,tablespoon,,119.34,0,0,13.5,2355
onion,1,,chopped,28,6.53,0.77,0.07,2355
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2355
anchovy fillet,1,can,chopped,-,-,-,-,2355
green olive,8,,pitted chopped,-,-,-,-,2355
extra virgin olive oil,2,tablespoons,,-,-,-,-,2355
black pepper,1/2,teaspoon,ground,2.88,0.73,0.11,0.03,2355
red pepper flake,1/2,teaspoon,crushed,-,-,-,-,2355
tomato sauce,1,can,,-,-,-,-,2355
calamari,2,pounds,,806.93,0,179.52,4.53,2356
tomato sauce,4,cups,,-,-,-,-,2356
chianti wine,1,cup,,806.93,0,179.52,4.53,2356
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,2356
olive oil,1,tablespoon,,119.34,0,0,13.5,2356
garlic,2,teaspoons,chopped,8.34,1.85,0.35,0.02,2356
black pepper,1,teaspoon,ground,5.77,1.47,0.23,0.07,2356
cayenne pepper,1/2,teaspoon,ground,2.86,0.5,0.1,0.15,2356
basil,1,teaspoon,,0.2,0.02,0.02,0,2356
romano cheese,1/3,cup,grated,-,-,-,-,2356
olive oil,2,tablespoons,,238.68,0,0,27,2357
anchovy fillet,1,,,-,-,-,-,2357
caper,2,tablespoons,,3.95,0.84,0.4,0.14,2357
garlic,3,cloves,minced,13.41,2.97,0.57,0.04,2357
white wine,1/2,cup,,-,-,-,-,2357
oregano,1/4,teaspoon,,0.66,0.17,0.02,0.01,2357
red pepper flake,1,pinch,,-,-,-,-,2357
italian tomato,3,cups,crushed,-,-,-,-,2357
salt black pepper,to taste,,ground,-,-,-,-,2357
cayenne pepper,1,pinch,,0.35,0.06,0.01,0.01,2357
oil tuna,1,can,drained packed,-,-,-,-,2357
flat leaf parsley,1/4,cup,chopped,-,-,-,-,2357
spaghetti,1,package,,-,-,-,-,2357
extra virgin olive oil,1,tablespoon,,-,-,-,-,2357
parmigiano reggiano cheese,1/4,cup,grated,-,-,-,-,2357
flat leaf parsley,1,tablespoon,chopped,-,-,-,-,2357
mussel,1,pound,debearded,390.09,16.73,53.97,10.16,2358
clam,1,pound,,58.48,2.42,9.97,0.65,2358
shell shrimp,1,pound,,403.46,0,89.76,2.26,2358
seafood stock,,,,403.46,0,89.76,2.26,2358
water,2,quarts,,-,-,-,-,2358
tomato,1,,quartered,32.76,7.07,1.6,0.36,2358
onion,1,,quartered,64,14.94,1.76,0.16,2358
carrot,1,,sliced,52.48,12.26,1.19,0.3,2358
celery,1,stalk,sliced,10.24,1.9,0.44,0.1,2358
salt black pepper,to taste,,ground,403.46,0,89.76,2.26,2358
risotto,,,,-,-,-,-,2358
extra virgin olive oil,5,tablespoons,divided,403.46,0,89.76,2.26,2358
onion,1,,chopped,64,14.94,1.76,0.16,2358
arborio rice,1,package,,403.46,0,89.76,2.26,2358
white wine,2,cups,divided,403.46,0,89.76,2.26,2358
garlic,3,cloves,crushed,13.41,2.97,0.57,0.04,2358
parsley,1,bunch,chopped,-,-,-,-,2358
salmon fillet,2,pounds,,1287.46,0,179.88,57.48,2359
lemon,2,,,2.56,0.82,0.09,0.02,2359
pesto,1 1/2,cups,,-,-,-,-,2359
white wine,1/2,cup,,-,-,-,-,2359
olive oil,1,tablespoon,,119.34,0,0,13.5,2360
bulb fennel,1,,trimmed sliced,-,-,-,-,2360
olive oil,1 1/2,tablespoons,,119.34,0,0,13.5,2360
garlic,3,cloves,sliced,13.41,2.97,0.57,0.04,2360
mussel,1,pound,debearded,390.09,16.73,53.97,10.16,2360
cherry tomato,1,cup halved,,-,-,-,-,2360
white wine,1/2,cup,,-,-,-,-,2360
flat leaf parsley,1/4,cup,chopped,-,-,-,-,2360
olive oil,,,,-,-,-,-,2361
garlic,3,cloves,minced,13.41,2.97,0.57,0.04,2361
zucchini,6,,cut,20.16,2.98,2.6,0.38,2361
salt,1,teaspoon,,-,-,-,-,2361
italian herb seasoning,1,teaspoon,,-,-,-,-,2361
red pepper flake,1/2,teaspoon,,-,-,-,-,2361
marinara sauce,1,jar,,-,-,-,-,2361
water,1 1/2,cups,,0,0,0,0,2361
tuna,2,pouches,,-,-,-,-,2361
elbow macaroni,1,package,,-,-,-,-,2361
parmesan cheese,1,teaspoon,grated,6.16,0.66,0.66,0.08,2361
rom tomato,5,,,403.46,0,89.76,2.26,2362
extra virgin olive oil,2,tablespoons,,403.46,0,89.76,2.26,2362
spanish onion,1/2,,chopped,403.46,0,89.76,2.26,2362
garlic,2,cloves,chopped,8.94,1.98,0.38,0.03,2362
italian seasoning,1,pinch,,403.46,0,89.76,2.26,2362
kalamata olive,24,,pitted chopped,403.46,0,89.76,2.26,2362
white wine,1/4,cup,,-,-,-,-,2362
caper,1/4,cup,,7.91,1.68,0.81,0.29,2362
lemon juice,1,teaspoon,,1.11,0.35,0.01,0.01,2362
basil,6,leaves,chopped,0.69,0.07,0.09,0.01,2362
parmesan cheese,3,tablespoons,grated,55.5,6,6,0.75,2362
flounder fillet,1,pound,,403.46,0,89.76,2.26,2362
basil,6,leaves,,0.69,0.07,0.09,0.01,2362
linguine pasta,1,package,,-,-,-,-,2363
butter,8,tablespoons,unsalted,684,31.42,21.37,57.6,2363
white onion,1,,chopped,44,10.27,1.21,0.11,2363
mushroom,8,ounces,sliced,77.11,15.39,5.08,1.11,2363
garlic,4,cloves,,17.88,3.96,0.76,0.06,2363
white wine,1,cup,,-,-,-,-,2363
clam,4,cans,chopped drained rinsed,1170.73,48.59,199.7,13.06,2363
cream,2,tablespoons,sour,47.52,1.11,0.58,4.64,2363
black pepper,,,ground,-,-,-,-,2363
flat leaf parsley,1/4,cup,chopped,-,-,-,-,2363
shrimp stock,For,,,192.66,0,45.56,1.15,2364
shrimp,1/2,pound,unpeeled,192.66,0,45.56,1.15,2364
yellow onion,1,,quartered,114.84,6.83,0.82,9.39,2364
celery,2,stalks,cut,20.48,3.8,0.88,0.21,2364
lemon,1,halved,,-,-,-,-,2364
basil,1,tablespoon,,0.6,0.07,0.08,0.01,2364
oregano,1,tablespoon,,7.95,2.06,0.27,0.12,2364
thyme,1,tablespoon,,2.42,0.58,0.13,0.04,2364
black peppercorn,2,tablespoons,,-,-,-,-,2364
flat leaf parsley,1/2,cup,chopped,-,-,-,-,2364
water,3,cups,,0,0,0,0,2364
sauce,,,,-,-,-,-,2364
butter,1,tablespoon,unsalted,85.5,3.92,2.67,7.2,2364
shallot,1,,minced,115.2,26.88,4,0.16,2364
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2364
lemon zest,2,teaspoons,,-,-,-,-,2364
kosher salt,1,teaspoon,,-,-,-,-,2364
black pepper,1/4,teaspoon,ground,1.44,0.36,0.05,0.01,2364
white wine,1,cup,,-,-,-,-,2364
petite tomato,1,cup,canned diced,-,-,-,-,2364
heavy cream,1/2,cup,,204,1.64,1.7,21.64,2364
salt black pepper,to taste,,ground,-,-,-,-,2364
lobster ravioli,16,,,-,-,-,-,2364
garnish,,,,-,-,-,-,2364
flat leaf parsley,1,tablespoon,chopped,-,-,-,-,2364
lemon zest,1,teaspoon,,-,-,-,-,2364
mushroom,1,pound,sliced,154.22,30.79,10.16,2.22,2365
green bell pepper,1,,diced,403.46,0,89.76,2.26,2365
butter,2,tablespoons,,171,7.85,5.34,14.4,2365
fettuccini pasta,1,pound,,403.46,0,89.76,2.26,2365
head broccoli,1/2,,cut,403.46,0,89.76,2.26,2365
butter,3/4,cup,divided,171,7.85,5.34,14.4,2365
parmesan cheese,1/4,cup,grated,74,8,8,1,2365
oregano,1/2,teaspoon,,1.32,0.34,0.04,0.02,2365
parsley,1/2,teaspoon,,0.22,0.03,0.01,0,2365
garlic powder,1/4,teaspoon,,2.56,0.56,0.12,0,2365
black pepper,1/4,teaspoon,ground,1.44,0.36,0.05,0.01,2365
purpose flour,1/4,cup,,403.46,0,89.76,2.26,2365
heavy cream,1,pint,,-,-,-,-,2365
chicken broth,1,can,,94.55,2.28,13.48,3.17,2365
clam,2,cans,minced drained,585.36,24.29,99.85,6.53,2365
extra shrimp,1,pound,peeled deveined,403.46,0,89.76,2.26,2366
olive oil,2,tablespoons,,238.68,0,0,27,2366
red pepper flake,1,teaspoon,,403.46,0,89.76,2.26,2366
salt,1,teaspoon,,-,-,-,-,2366
aleppo pepper flake,1,pinch,,403.46,0,89.76,2.26,2366
yellow onion,1/2,,sliced,57.42,3.41,0.41,4.69,2366
garlic,3,cloves,minced,13.41,2.97,0.57,0.04,2366
oregano,1/2,teaspoon,,1.32,0.34,0.04,0.02,2366
white wine,1,cup,,-,-,-,-,2366
tomato,1 1/2,cups,canned crushed,62.1,13.77,3.24,0.54,2366
flat leaf parsley,2,tablespoons,chopped,403.46,0,89.76,2.26,2366
basil leaf,2,tablespoons,sliced,403.46,0,89.76,2.26,2366
linguine pasta,1,pound,,1691.76,340.49,59.46,6.88,2367
butter,1/2,cup,,684,31.42,21.37,57.6,2367
heavy cream,2,cups,,816,6.57,6.81,86.59,2367
black pepper,1/2,teaspoon,ground,2.88,0.73,0.11,0.03,2367
parmesan cheese,1,cup,grated,296,32,32,4,2367
pesto,1/3,cup,,-,-,-,-,2367
shrimp,1,pound,peeled deveined,385.33,0,91.12,2.31,2367
fettuccine pasta,8,ounces,,201.73,0,44.88,1.13,2368
olive oil,2,tablespoons,,238.68,0,0,27,2368
yellow onion,1,,chopped,-,-,-,-,2368
garlic,3,cloves,crushed,13.41,2.97,0.57,0.04,2368
lemon,1,,juiced,1.11,0.35,0.01,0.01,2368
sardine tomato sauce,1,can,,201.73,0,44.88,1.13,2368
red pepper flake,1,pinch,,201.73,0,44.88,1.13,2368
parmesan cheese,1/4,cup,grated,74,8,8,1,2368
fettuccine pasta,16,ounces,,403.46,0,89.76,2.26,2369
pesto,1/4,cup,,-,-,-,-,2369
olive oil,2,tablespoons,,238.68,0,0,27,2369
olive oil,3,tablespoons,,238.68,0,0,27,2369
onion,1/2,,chopped,32,7.47,0.88,0.08,2369
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2369
green bell pepper,1,,sliced,403.46,0,89.76,2.26,2369
mushroom,1/2,cup,sliced,-,-,-,-,2369
white wine,2,tablespoons,,-,-,-,-,2369
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,2369
salt,to taste,,,-,-,-,-,2369
black pepper,to taste,,ground,0,0,0,0,2369
scallop,1,pound,,312.8,14.41,54.67,2.22,2369
parmesan cheese,2,tablespoons,grated,37,4,4,0.5,2369
penne pasta,12,ounces,,1268.82,255.37,44.59,5.16,2370
butter,1/4,cup,,342,15.71,10.68,28.8,2370
extra virgin olive oil,2,tablespoons,,201.73,0,44.88,1.13,2370
onion,1,,diced,64,14.94,1.76,0.16,2370
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,2370
red bell pepper,1,,diced,201.73,0,44.88,1.13,2370
portobello mushroom,1/2,pound,diced,201.73,0,44.88,1.13,2370
shrimp,1,pound,peeled deveined,385.33,0,91.12,2.31,2370
alfredo sauce,1,jar,,-,-,-,-,2370
romano cheese,1/2,cup,grated,-,-,-,-,2370
cream,1/2,cup,,396,7.98,4.35,41.61,2370
cayenne pepper,1,teaspoon,,5.72,1.01,0.21,0.31,2370
salt pepper,to taste,,,201.73,0,44.88,1.13,2370
parsley,1/4,cup,chopped,5.4,0.94,0.44,0.11,2370
salmon fillet,2,boneless,,-,-,-,-,2371
basil,1,tablespoon,,0.6,0.07,0.08,0.01,2371
tomato,1,,sliced,40.2,8.68,1.96,0.44,2371
olive oil,1,tablespoon,,119.34,0,0,13.5,2371
parmesan cheese,2,tablespoons,grated,37,4,4,0.5,2371
fettuccini pasta,1,pound,,403.46,0,89.76,2.26,2372
butter,1,tablespoon,,85.5,3.92,2.67,7.2,2372
shrimp,1,pound,cooked peeled deveined,385.33,0,91.12,2.31,2372
garlic,4,cloves,minced,17.88,3.96,0.76,0.06,2372
half,1,cup,,-,-,-,-,2372
parmesan cheese,6,tablespoons,grated,111,12,12,1.5,2372
parsley,1,tablespoon,chopped,1.36,0.24,0.11,0.03,2372
salt,to taste,,,-,-,-,-,2372
spinach fettuccine pasta,12,ounces,,302.6,0,67.32,1.7,2373
salmon,1,can,canned drained,-,-,-,-,2373
milk,1 1/2,cups,,223.26,17.49,11.52,11.96,2373
onion,1/4,cup,diced,16,3.73,0.44,0.04,2373
mushroom,1 1/2,cups,sliced,-,-,-,-,2373
butter,3,tablespoons,,256.5,11.78,8.01,21.6,2373
purpose flour,1/4,cup,,302.6,0,67.32,1.7,2373
white wine,1/4,cup,,-,-,-,-,2373
parmesan cheese,1/4,cup,grated,74,8,8,1,2373
parsley,2,tablespoons,chopped,2.73,0.48,0.22,0.06,2373
dill weed,1/4,teaspoon,,0.01,0,0,0,2373
salt pepper,to taste,,,302.6,0,67.32,1.7,2373
ricotta cheese,1,cup,,431.52,7.53,27.92,32.19,2374
mascarpone cheese,1/3,cup,,-,-,-,-,2374
tomato,12,,sun-dried chopped,744.82,165.15,38.86,6.47,2374
bread crumb,1/2,cup,,213.3,38.86,7.2,2.86,2374
oregano,1/4,teaspoon,,0.66,0.17,0.02,0.01,2374
salt pepper,1 to taste,pinch,,-,-,-,-,2374
squid,8,,,-,-,-,-,2374
butter,2,tablespoons,,171,7.85,5.34,14.4,2374
garlic,2,cloves,chopped,8.94,1.98,0.38,0.03,2374
sesame seed,2,tablespoons,,171,7.85,5.34,14.4,2374
salmon fillet,1,pound,,643.73,0,89.94,28.74,2375
white onion,1/2,,sliced,32,7.47,0.88,0.08,2375
tomato,1/2,,diced,20.1,4.34,0.98,0.22,2375
